order_id,customer_id,order_date,status,shipping_address,shipping_city,shipping_state,shipping_zip,total_amount
1359,269,2025-05-12,processing,8317 Logan Crescent,North Jonathanview,DE,21107,1479.72
1360,269,2025-03-06,processing,4673 Rose Ford Suite 174,New Patriciatown,TX,54223,380.33
1361,269,2025-04-18,shipped,5085 Yang Avenue Apt. 401,South Richardland,NH,04292,1238.27
1362,269,2025-04-12,delivered,01127 Amanda Walks,Lake Stephanieland,NH,21778,1769.45
1363,269,2024-11-24,pending,7965 Green Burgs,New Calebmouth,LA,17524,2492.25
1364,270,2025-09-12,shipped,078 Melissa Club Apt. 643,Kathrynburgh,ME,87112,336.15
1365,270,2025-08-14,processing,47546 Thomas Terrace,East Jeremy,MP,08686,894.34
1366,270,2025-07-21,cancelled,2116 Ross Fork Suite 159,East Joshua,UT,55888,2865.05
1367,270,2025-04-13,delivered,17464 Lopez Fort Apt. 649,Albertton,WI,42913,1414.54
1368,270,2025-07-21,processing,13713 Davidson Summit Apt. 107,Lake Timothychester,OK,90219,1992.4
1369,270,2025-08-31,pending,6018 Tracey Harbor Apt. 544,Torresfort,IA,31711,133.19
1370,270,2025-02-24,cancelled,9736 Johnson Shores,Shawstad,FL,48055,1970.19
1371,270,2025-10-03,shipped,75040 Thomas Corner,New Markfurt,OH,75513,3228.34
1372,270,2025-08-10,pending,0952 Mark Turnpike Suite 095,Dorseyberg,NY,09337,718.03
1373,271,2025-06-07,cancelled,2668 Randy Ford Apt. 416,North Candiceview,AZ,90940,1099.72
1374,271,2025-08-20,cancelled,78908 Phillip Union Apt. 112,South Sharonmouth,PA,18791,4077.78
1375,271,2025-10-20,cancelled,33125 Tucker Dam,Aaronborough,NC,45594,1738.59
1376,271,2025-09-02,cancelled,62714 Jake Turnpike Apt. 773,East Leslie,NM,30978,4866.8
1377,271,2025-08-11,pending,2142 Chelsea Ferry Apt. 793,Greenstad,SD,67109,3111.5
1378,271,2025-05-08,delivered,942 Williams Wall,Wendyberg,TN,43755,1483.19
1379,271,2025-02-08,delivered,558 Snyder Union,South Kenneth,WY,24373,3102.08
1380,271,2025-05-21,pending,9572 Abigail Road,South Susanland,DC,76915,7486.51
1381,272,2025-01-09,delivered,51113 Brent Burgs,Murphystad,WV,89157,999.35
1382,272,2024-11-30,shipped,6948 Dawson Wells,East Jasonberg,HI,30404,2585.57
1383,272,2025-10-11,shipped,87385 Brown Trafficway,Jamieville,IA,63420,3598.93
1384,272,2024-11-17,pending,783 Williamson Crossing Apt. 168,East Nicholas,AR,68116,1033.14
1385,272,2024-11-15,shipped,1519 Charles Mission,Josephside,OH,32790,3444.06
1386,272,2025-06-10,pending,74738 Cody Underpass,South Bruce,KS,75849,4334.48
1387,272,2025-02-24,shipped,45540 Chase Bridge Apt. 535,Debrahaven,NC,17562,3896.17
1388,272,2025-10-10,processing,8118 Elizabeth Valleys,New Denise,IN,68327,1617.88
1389,272,2025-03-18,pending,84779 Suzanne Passage,Doylebury,NH,09695,5316.28
1390,272,2025-04-06,cancelled,1533 Sean Brook Suite 667,Lake Pamelafurt,IL,31031,178.54
1391,273,2024-12-18,processing,161 Veronica Ramp,Matthewbury,AK,78484,7161.79
1392,273,2025-02-16,pending,13403 Vasquez Club Suite 037,North Robert,AS,71077,1478.28
1393,273,2025-06-26,shipped,04582 Thomas Valley,South Ianview,NV,91304,3797.53
1394,273,2025-03-08,cancelled,6847 Dylan Turnpike,Brucechester,MA,18117,2435.93
1395,273,2025-06-24,shipped,3679 David Via,Hatfieldton,RI,45797,2869.1
1396,274,2025-05-17,processing,55081 Ryan Union,Joshuachester,MD,92781,2946.74
1397,274,2025-05-05,delivered,744 Arthur Island,Brianstad,MH,11631,1153.86
1398,274,2025-10-26,delivered,567 Smith Turnpike Apt. 016,Lindseybury,AZ,03651,1478.28
1399,274,2024-12-10,processing,1405 Paul Neck,New Charlesview,WY,36122,2433.59
1400,274,2025-04-30,processing,8400 Billy Hill Apt. 046,Melindaview,RI,61051,1797.8
1401,274,2025-04-11,pending,8752 Sullivan Haven,Port Julian,NE,18136,3740.81
1402,274,2025-03-15,delivered,0138 Heather Rapids Suite 118,East Elizabethville,WY,50840,3791.32
1403,274,2025-03-30,pending,508 Micheal Isle,West Johnmouth,AK,58066,758.36
1404,274,2025-10-16,shipped,4164 Avery Orchard,Humphreyville,SC,05726,3110.0
1405,274,2025-08-08,processing,31976 Brown Lake,Tabithaville,MT,67334,2043.62
1406,276,2025-02-19,pending,6964 Juarez Row Apt. 441,East William,WI,09323,3923.38
1407,276,2025-10-15,shipped,72447 Kimberly Mount,Tiffanyland,VT,35386,1776.78
1408,276,2025-11-03,shipped,940 Autumn Inlet Suite 584,Youngshire,FL,84958,1156.8
1409,277,2025-08-30,delivered,878 Dawn Neck Apt. 767,Langshire,NJ,27472,1307.43
1410,277,2025-05-07,cancelled,3425 Anna Walk,Martinezberg,PR,71047,219.93
1411,277,2025-06-23,delivered,7676 Benson Locks Apt. 919,New Jakestad,GA,50380,3592.08
1412,277,2025-10-04,shipped,59931 Graham Prairie Suite 085,Waltonmouth,MD,75888,2188.26
1413,277,2024-12-28,pending,563 Washington Shore,Melissamouth,NJ,63588,3909.09
1414,277,2025-11-04,processing,0577 Dennis Lakes,Lake Christopherstad,LA,34061,3249.04
1415,277,2025-07-10,shipped,99857 Anderson Loaf Apt. 744,Michaelmouth,VT,88201,2086.06
1416,277,2025-07-25,shipped,6335 Mata Alley Suite 095,Port Alejandro,NV,21544,1817.55
1417,279,2025-05-14,shipped,82769 Chambers Point Suite 089,Mckenzieburgh,WA,85057,1819.86
1418,279,2025-04-27,shipped,36698 Kristin Ferry Suite 644,Lake Rebecca,PA,37918,1651.1
1419,279,2025-01-28,pending,07961 Kelly Neck Suite 784,West Travis,MT,38240,1803.37
1420,279,2025-06-20,shipped,163 Perkins Brooks,Langmouth,PA,23560,3455.77
1421,279,2025-03-26,delivered,69156 Moreno Neck,East Brian,TN,06540,3868.09
1422,279,2024-11-21,delivered,34902 Stacey Neck,Jessechester,OK,94362,3856.41
1423,279,2025-01-20,delivered,418 Christopher Light Suite 991,Lake Heathershire,PR,39891,2014.6
1424,279,2025-04-25,delivered,31182 Holder Court Suite 659,Codyland,SD,19517,1207.17
1425,279,2024-11-23,shipped,90596 Frazier Rue,Ericshire,LA,25258,2713.44
1426,279,2025-06-17,processing,754 Alyssa Hills,Allenfort,IA,40673,1347.3
1427,280,2025-07-14,delivered,30277 Gabriela Common Suite 931,Mooreton,MP,43755,1804.25
1428,280,2025-03-29,shipped,67992 Atkins Shoal,Emmahaven,IA,91068,3721.0
1429,280,2025-05-12,cancelled,8779 Jessica Shores,Michelleland,AS,22975,2338.0
1430,280,2025-10-11,shipped,2877 Jimenez Plain Suite 910,Andrewfurt,VT,22179,2920.96
1431,280,2025-07-02,pending,652 Garcia Island Suite 318,East Andrewtown,KS,10658,1086.88
1432,280,2025-08-13,delivered,1912 Wright Spurs,South Brian,HI,55857,3867.48
1433,280,2025-04-03,pending,149 Walker Knolls Suite 019,West Jason,CA,87234,1739.14
1434,281,2024-12-13,cancelled,58456 Bridges Wells,Port Jefferyton,UT,06572,4742.65
1435,281,2025-08-21,processing,749 Christopher Mission,Roberttown,AS,65993,584.66
1436,281,2025-02-11,cancelled,17373 Martha Orchard,North Mckenzietown,CT,87077,1280.56
1437,281,2025-10-21,shipped,262 Margaret Plaza Apt. 240,South Chrishaven,MS,44362,1943.65
1438,281,2025-02-25,shipped,0251 Wright Plains Apt. 471,Port Angelatown,WY,04766,3622.2
1439,281,2025-03-10,pending,15311 Carr Via Suite 027,Burkeborough,AS,92616,5943.14
1440,282,2025-10-13,shipped,7966 Melanie Glens Suite 625,Bellview,GA,24023,1830.75
1441,283,2025-03-13,shipped,0694 Sherman Tunnel Suite 541,South Kimberly,CT,15680,2473.1
1442,283,2025-03-09,shipped,0580 Ashley Skyway,Michaelfort,AZ,73463,2127.57
1443,283,2025-01-18,delivered,8650 Nelson Highway Apt. 442,Katiefurt,NM,82965,3571.0
1444,283,2024-11-20,cancelled,501 Fuentes Forks,Caldwellchester,WI,23671,321.14
1445,283,2025-04-21,delivered,704 Jonathan Loop Apt. 420,Daughertyside,CO,58059,3692.67
1446,283,2025-07-24,processing,68143 Ward Mountains,Lake Sarah,PA,98574,3070.2
1447,283,2025-07-23,delivered,6105 Martinez Mount Apt. 500,Reynoldsland,UT,60421,4205.52
1448,283,2025-03-28,shipped,800 Gaines Plaza,Haroldport,MN,48026,2613.6
1449,283,2025-05-09,delivered,86770 Patterson Curve Apt. 922,West Brenda,DE,34441,2840.17
1450,283,2025-01-31,pending,921 Moore Fall,Cindyside,IN,26227,1376.16
1451,284,2025-04-26,cancelled,0891 Gloria Cape Suite 994,Haileyfurt,OR,96775,1750.88
1452,284,2025-10-08,delivered,22562 Amanda Mall,Lake Alexisside,ND,05521,611.15
1453,284,2025-01-09,shipped,0162 Jill Locks Apt. 703,Sarastad,FM,82125,1371.46
1454,284,2024-12-24,pending,67616 Hernandez Ports Suite 586,South Melissa,AR,17901,1833.11
1455,284,2025-09-12,pending,68732 Christine Fall Suite 450,South Christinatown,RI,58066,1979.69
1456,285,2025-06-18,delivered,87183 Mcclain Throughway Apt. 006,Morrisport,NY,38144,132.24
1457,285,2025-02-14,shipped,04603 Copeland Station,Smithside,PA,91768,1212.14
1458,285,2025-10-10,cancelled,64937 Hanson Avenue Suite 479,Lake Mariamouth,WA,73173,7074.45
1459,285,2025-09-28,processing,47027 Ernest Motorway,Bakerville,ID,01075,690.72
1460,285,2025-08-06,pending,0198 Sexton Isle,Timothyside,NY,00532,2686.47
1461,285,2025-06-11,processing,74062 Walter Tunnel Apt. 725,Jeffreytown,MN,91395,2715.01
1462,285,2025-01-06,cancelled,55013 Moore Mountain Apt. 178,Chambersstad,AL,94814,5605.77
1463,285,2025-04-02,delivered,91841 Michael Course,Curtistown,VT,00925,632.8
1464,285,2025-05-23,pending,045 Mark Prairie Apt. 327,Gravesberg,WY,50658,1807.43
1465,285,2025-06-19,processing,3879 Bobby Drive Suite 239,South Tiffanystad,MT,26544,2528.0
1466,286,2025-04-21,processing,1241 Thomas Ridge,Christinaberg,SD,41518,3033.92
1467,287,2025-06-08,shipped,366 Kane Meadows,Jaredchester,MI,89366,1805.09
1468,287,2025-08-09,shipped,45945 Arnold Crest,Anthonyside,OR,42393,1303.81
1469,287,2024-12-25,delivered,3187 Rich Tunnel Apt. 302,North Juan,AS,28051,1150.08
1470,287,2025-02-14,cancelled,883 Doris Lights,Port Dustintown,RI,95696,4694.11
1471,287,2025-08-17,pending,0400 Sanchez Village,Hickmanchester,NY,40243,2593.09
1472,287,2025-05-13,cancelled,2602 Edwards Street,Farleyborough,MT,66491,2126.48
1473,287,2024-11-24,processing,73808 James Walk Apt. 970,New Laurashire,ND,22747,3967.86
1474,287,2025-03-07,delivered,0751 Taylor Alley Suite 367,New Deborah,CA,56025,2081.74
1475,287,2025-06-12,shipped,06688 Nancy Estate Suite 904,West George,TX,35400,496.0
1476,287,2025-04-08,shipped,068 Erica Ranch Apt. 241,Holdermouth,AL,28936,494.87
1477,288,2024-12-30,pending,083 Hansen Avenue,Nicoleview,KS,70061,3948.8
1478,288,2025-05-09,cancelled,8334 Mccullough Island,Hardinmouth,PW,97000,1300.0
1479,288,2025-07-17,processing,0213 Elizabeth Parkways,South Jacquelinechester,ME,07855,46.0
1480,288,2025-03-17,cancelled,430 Hardy Branch Apt. 782,Janicebury,NV,14514,4920.72
1481,288,2025-01-01,shipped,887 Justin Common Suite 578,East Crystalmouth,ID,94139,2096.3
1482,288,2024-12-13,delivered,17562 Castillo Rapids Suite 433,South Theresaburgh,NV,30127,1851.93
1483,288,2025-08-20,shipped,9766 Antonio Inlet,South Abigailfurt,KS,02277,145.83
1484,289,2025-09-05,shipped,7746 Taylor Rapid,Dixonmouth,MP,56525,3842.28
1485,289,2025-03-26,processing,5424 Hart Manors,Gibsonburgh,OK,80075,1554.77
1486,289,2024-12-04,pending,26794 Ryan Burg Apt. 541,New Frank,VT,31091,1404.74
1487,289,2025-06-17,pending,883 Christina Unions Apt. 898,Taylorstad,SD,33647,2287.95
1488,289,2025-04-26,processing,96610 Michael Landing Suite 480,Jamesland,VT,40531,3366.36
1489,289,2025-10-02,delivered,2735 Deborah Bypass,Lake Chrischester,MT,37904,6353.41
1490,289,2025-10-11,cancelled,096 Justin Tunnel Apt. 910,New Danielfurt,MI,87795,3559.64
1491,289,2025-07-01,delivered,5430 Cody Path Suite 627,Michelleburgh,AS,01057,266.38
1492,289,2025-11-01,cancelled,25898 Parks Views Apt. 073,North Robert,MO,49458,2026.47
1493,289,2025-09-27,pending,107 Courtney Springs Suite 117,East Elizabethview,AL,84299,2029.11
1494,290,2025-01-09,shipped,06422 Mcknight Turnpike Suite 349,Kathrynchester,MA,18870,5825.81
1495,290,2025-11-04,delivered,505 Justin Overpass Suite 116,East Williamshire,FM,46685,404.47
1496,290,2025-01-26,processing,5987 Elliott Streets Apt. 041,Nicoleburgh,WY,69892,2536.54
1497,290,2025-08-26,cancelled,01643 Renee Gateway,New Susan,NH,92894,145.83
1498,291,2025-03-01,delivered,433 Brittany Inlet Suite 786,Steeleport,FM,93217,2855.3
1499,291,2024-12-03,processing,7246 Mcintyre Orchard Apt. 834,New Laurachester,NV,82790,6929.65
1500,291,2025-10-27,pending,09978 Carter Extensions,New Ashley,CA,50212,3184.63
1501,291,2025-07-18,processing,12826 Hunter Rapids Suite 024,North Matthewstad,NJ,74393,1500.16
1502,292,2025-06-23,delivered,8434 Mcclain Keys,Lake Dylanbury,LA,27315,3866.13
1503,293,2025-11-04,delivered,0708 Robert Run Apt. 139,Cherylport,IA,42795,2523.03
1504,293,2025-11-10,pending,459 Julia Fords Apt. 282,Lake Craigland,HI,52071,2366.8
1505,294,2025-03-12,shipped,81544 Villegas Parkways,Port Steven,NH,07296,374.45
1506,294,2025-05-21,shipped,0709 Arroyo Stravenue,Lake Richardberg,MS,88152,1655.85
1507,294,2025-02-05,pending,6243 Ronald Mission,North Susan,NM,79978,1631.82
1508,294,2025-06-04,cancelled,7078 Scott Path,Simpsonmouth,GA,92299,1754.74
1509,294,2025-07-24,cancelled,996 Paul Valley,Port Aprilstad,KY,35589,440.88
1510,294,2024-12-24,shipped,579 Alison Locks,Lake Cassandra,CT,55473,2358.64
1511,294,2025-09-20,shipped,59952 Mcfarland Mission Suite 155,East Susan,CA,85383,1975.62
1512,294,2025-05-05,processing,34756 Christina Manors,Port Stevenstad,SC,07131,1824.67
1513,294,2025-01-07,processing,00278 Parker Ridge,Pamelahaven,TN,99504,795.78
1514,294,2025-10-16,shipped,05125 William Run Apt. 631,West Rachelfort,MP,50711,4823.79
1515,295,2025-07-03,processing,87927 Lowe Underpass,Hamptonburgh,MO,68083,2159.41
1516,295,2025-08-02,pending,3115 Elizabeth Trace Apt. 872,South Markborough,VA,13218,1764.49
1517,295,2025-03-13,processing,9419 Keller Island Suite 243,Adamshire,VT,18996,2803.82
1518,295,2025-09-06,processing,1573 Rice Avenue Suite 051,West Christopher,PW,16044,4194.0
1519,295,2025-09-15,processing,18672 Thomas Prairie,West Joshuastad,MT,56814,4727.33
1520,295,2025-11-02,delivered,667 Hogan Course,Brianview,IA,36167,6083.66
1521,295,2024-11-13,pending,26557 Benson Mountain,Robertfurt,MN,98287,2430.0
1522,295,2025-05-09,shipped,297 Mccann Corner,West Aaronhaven,MD,81019,4893.43
1523,296,2024-11-21,cancelled,30946 David Squares,Fieldschester,MP,13303,2828.27
1524,296,2025-10-04,shipped,3730 Harris Wells Suite 289,South Jennaland,SC,55270,1371.57
1525,296,2025-01-09,delivered,96150 Rodriguez Ville,South Raymondfurt,PA,07655,1871.15
1526,296,2025-02-06,cancelled,0590 Wilson Mount Suite 796,North Brooke,LA,54556,1338.46
1527,296,2025-05-04,processing,960 Nelson Manor,Port Eduardohaven,IN,02912,6569.57
1528,296,2025-05-31,cancelled,847 Atkinson Plains Apt. 437,Christyhaven,WA,51843,2820.42
1529,296,2025-06-09,pending,74823 Monique Camp Suite 154,Olsenshire,MI,02592,4270.6
1530,296,2024-12-27,pending,67211 Reyes Track,West Andrewburgh,PW,70586,1082.55
1531,297,2025-01-22,delivered,4913 Miller Turnpike Suite 094,Lake Lisa,IL,87095,3407.84
1532,297,2024-12-24,delivered,637 Laura Crest Apt. 518,Lake Johnshire,AS,03572,1159.41
1533,297,2024-11-23,cancelled,9046 Campbell Greens Apt. 581,Coreybury,RI,33919,2283.09
1534,297,2025-10-31,delivered,8911 Ryan Ville,North Cindychester,TX,07052,4169.53
1535,298,2025-07-19,cancelled,144 Roy Route Suite 611,Maloneberg,MP,80365,805.62
1536,298,2025-03-01,pending,67080 Yang Summit,Angelaview,TX,02027,4715.5
1537,298,2025-02-20,processing,9572 Murillo Bypass Apt. 031,Calebhaven,VI,54715,4072.54
1538,298,2024-12-18,shipped,9896 Kerri Spur Suite 947,Bakerville,RI,35953,479.78
1539,298,2025-06-30,pending,325 Carol Camp Apt. 026,East Jose,RI,18050,6995.31
1540,298,2025-01-08,delivered,7085 Jefferson Expressway Suite 823,Judithview,ID,91481,3879.65
1541,299,2025-03-01,cancelled,213 David Island Suite 769,Kimberlystad,VI,13956,6031.83
1542,299,2025-02-02,shipped,3237 Smith Trace Apt. 973,South Luisburgh,GU,42414,1464.5
1543,299,2025-01-10,processing,43421 Ashley Union,Moodychester,MD,57802,3461.62
1544,299,2025-01-16,cancelled,3350 Robert Green,Kelseyhaven,AZ,40454,1712.95
1545,299,2025-09-12,cancelled,407 April Ferry,Jessicahaven,NV,98608,2942.02
1546,299,2025-01-21,processing,706 Crystal Lake,Ramseyfurt,AK,69127,3527.62
1547,299,2024-12-06,processing,8226 Katelyn Squares Apt. 675,North Christopherborough,PR,18284,4112.85
1548,300,2025-07-17,cancelled,034 Maria Well Suite 775,Rosalesside,NY,91805,4597.33
1549,300,2025-08-02,pending,71379 Smith Burgs Suite 382,Port Gregoryberg,SD,29730,5566.29
1550,300,2025-07-26,pending,7537 Nelson Heights Suite 125,Mooreburgh,FL,02077,2591.6
1551,300,2025-06-11,cancelled,6442 Martinez Path,South Charlesfurt,AZ,96038,2943.38
1552,300,2025-04-29,processing,945 Benjamin Lights,New Jennifer,RI,18967,2439.47
1553,300,2024-12-10,shipped,98604 Todd Landing Suite 103,Curtistown,MN,49863,5020.31
1554,301,2025-07-03,processing,625 Glenda Lights Suite 123,Garyhaven,ND,81038,2124.51
1555,301,2025-06-27,shipped,888 Farmer Pine,North Nicoletown,NH,13537,1027.15
1556,302,2025-03-02,shipped,60368 William Isle,Joseview,IL,64460,4256.2
1557,302,2025-01-04,cancelled,26776 Michelle Tunnel,Port Sherri,VT,77484,3934.73
1558,302,2024-12-12,shipped,3843 Kellie Mountains,Riverafurt,NY,94344,949.2
1559,303,2025-09-14,shipped,18180 Lisa Vista Suite 472,Lake Stephaniebury,CT,16628,808.04
1560,304,2025-01-13,cancelled,9746 Jeff Curve Apt. 121,Rosemouth,WY,98961,698.95
1561,304,2024-11-19,shipped,32758 Monique Place Suite 920,Robinsonview,DE,50446,3165.35
1562,304,2025-03-26,processing,2618 Alec Key,North Sarah,AK,09603,822.84
1563,305,2025-05-10,shipped,1362 James Run,North Jasonmouth,AZ,23651,1284.56
1564,305,2024-11-24,cancelled,401 Price Loaf,Port Janetfurt,AZ,61505,564.76
1565,305,2025-05-24,cancelled,2045 Heather Ports,South Jillborough,UT,90311,1985.59
1566,305,2025-10-23,pending,33501 Page Manor Apt. 510,Meganshire,KY,50028,3656.54
1567,305,2025-11-12,cancelled,3051 Garcia Forges,North Brittany,NV,27110,1038.68
1568,305,2024-12-04,processing,0741 Matthew Roads,Perrybury,IA,74355,1553.66
1569,305,2024-12-02,cancelled,3857 Gonzalez Rapids,New Lukehaven,AK,92588,2650.22
1570,305,2024-11-17,cancelled,416 Erin Oval,Bradleyport,NE,68594,614.49
1571,305,2025-02-14,processing,6500 Becky Trafficway,Michellestad,NY,94428,2710.77
1572,305,2025-08-02,processing,4201 Kathryn Rapid Apt. 232,North Nicholasstad,CT,79150,3590.62
1573,306,2025-06-03,cancelled,0917 Johnson Junctions,Lake Bethburgh,MS,60987,1907.26
1574,306,2025-05-15,cancelled,46162 Emily Passage Suite 396,Rogerside,MP,99937,1467.55
1575,306,2025-07-19,shipped,02048 Miller Burgs Apt. 653,Tonyport,CO,33599,269.1
1576,306,2025-03-06,cancelled,719 Pace Junction,North Michelle,MN,76584,5261.43
1577,306,2025-04-04,pending,80029 Tina Stravenue Suite 473,Rogerview,DC,59362,6023.58
1578,306,2025-08-07,pending,436 Benjamin Tunnel,New Abigailburgh,KS,42889,772.94
1579,306,2024-12-05,pending,6470 Mary Manor,South Kennethfort,AR,56585,1437.82
1580,306,2024-11-17,pending,52553 Jacob Summit,South Robertburgh,ND,04192,2916.23
1581,306,2025-10-31,cancelled,1754 Cole Gateway Suite 905,Angelaside,DE,58908,686.68
1582,306,2025-01-24,shipped,96910 Laurie Manors,Ryanville,DC,08484,466.19
1583,307,2025-09-12,processing,6467 Green Point Suite 625,New Josestad,AR,98107,2781.6
1584,307,2025-08-04,cancelled,439 Michael Bridge,New Ryan,AL,19408,496.0
1585,307,2025-06-03,delivered,514 Allison Walks Apt. 552,East Jacobside,WV,54162,4007.43
1586,307,2025-03-24,cancelled,198 Kimberly Ferry,Port Cassandra,FM,06098,4096.02
1587,307,2025-10-09,pending,06730 Lisa Forks Suite 016,Marshallfurt,OR,19155,1680.82
1588,307,2025-08-10,delivered,105 Megan Courts,Johnsonstad,NM,38936,2994.72
1589,307,2025-11-01,cancelled,4069 Pamela Gateway Suite 673,Johnmouth,WA,49346,205.71
1590,307,2025-04-22,shipped,9597 Anna Falls Suite 327,East Sylvia,IN,64598,3204.5
1591,307,2025-09-02,shipped,91905 Sullivan Islands,West Bryanbury,ME,25561,4674.62
1592,307,2024-11-21,delivered,8329 Cruz Square Apt. 605,New Dakotatown,GA,89722,2610.08
1593,308,2025-02-25,delivered,63743 Wright Cape,East Tarahaven,KS,25768,4231.3
1594,308,2025-03-04,shipped,57168 Robert Circles,Lake Yolandamouth,MS,22858,4596.35
1595,308,2024-11-22,delivered,47873 Collins Harbors Suite 564,Orrborough,CA,85947,1146.62
1596,309,2024-12-20,pending,859 Richard Fort Suite 008,Jeffreyborough,AZ,16829,617.13
1597,310,2025-03-08,delivered,8165 Smith Pines Apt. 418,Port Stephanieberg,LA,37769,4961.75
1598,310,2025-04-18,delivered,826 Tanner Greens,Johnsonside,NH,29013,3213.7
1599,311,2025-09-05,delivered,14931 James Dale Apt. 938,West Matthewbury,AL,84673,2435.17
1600,311,2025-06-04,processing,9116 Henry Glens,Lake Thomas,OH,90998,2054.65
1601,311,2025-04-20,shipped,37227 Angela Lakes,Rachaelshire,HI,48348,1858.1
1602,311,2025-08-07,cancelled,21367 Ricky Run,East William,CA,95655,3403.18
1603,311,2025-05-15,processing,0287 Harper Bridge Suite 264,North Matthewtown,IA,77526,1359.73
1604,311,2024-12-17,shipped,8128 Sean Roads Apt. 985,Port Wendy,WI,73397,2080.86
1605,311,2025-10-25,shipped,78146 Wright Island,Port Kim,OR,68210,1388.8
1606,312,2025-08-23,delivered,20724 Garcia Springs,West Ryanburgh,IN,07314,4256.44
1607,312,2025-09-26,processing,8019 Cruz Camp Apt. 412,West Kennethville,FM,21270,2163.14
1608,312,2024-11-27,shipped,2487 Gordon Lodge,East Lisa,ND,85244,3130.69
1609,312,2025-06-16,cancelled,173 Lauren Mount Suite 063,Daniellebury,MT,73551,372.0
1610,312,2025-06-21,cancelled,5741 Wheeler Glen,South Richard,VT,32441,3057.61
1611,313,2025-08-02,shipped,5618 Gomez Junctions,Chavezfort,FM,69258,1362.13
1612,314,2025-04-02,delivered,945 Robert Plain,South Kelly,ND,74631,1877.74
1613,314,2025-10-30,pending,96042 Adams Avenue,West Marissa,MS,65582,4806.89
1614,314,2025-07-19,shipped,17829 Clarke Radial,South Katherinetown,IN,57931,60.08
1615,315,2025-08-19,processing,29403 Kevin Overpass Suite 126,New Jessicamouth,MD,16245,2041.72
1616,315,2024-11-18,processing,99707 Colleen Ford Apt. 329,Antoniofort,WY,48623,1469.93
1617,315,2025-06-29,pending,50165 Diaz Island Suite 486,Lake Eddie,CA,01910,2430.83
1618,315,2025-08-06,pending,056 Monica Junction Suite 738,Darrellshire,MO,01369,2015.88
1619,315,2025-09-11,shipped,661 Johns Unions,Lake Matthewland,NV,50107,5073.55
1620,315,2025-04-19,delivered,244 Bennett Mountain,New Christopherborough,IN,91002,232.32
1621,315,2025-10-27,cancelled,757 Bradford Lake Suite 606,West Kimberly,HI,55278,7256.51
1622,316,2024-11-21,processing,38824 Chapman Lane Apt. 818,Toddhaven,OH,05245,3001.45
1623,316,2025-03-05,processing,0363 Fox Green,Danielfurt,DE,74393,3143.28
1624,316,2025-10-20,shipped,9022 Natasha Rapid,Kellyland,TX,21908,2477.51
1625,316,2024-12-15,cancelled,5579 Samantha Mountains,West Richard,WY,99562,874.06
1626,316,2025-06-17,shipped,30636 Griffin Pine Apt. 715,Port Brianville,IA,52790,4050.01
1627,316,2025-05-20,processing,6795 Julia Stravenue Apt. 496,Robinsonland,OR,55770,2126.82
1628,317,2025-05-15,delivered,7912 Mary Inlet Suite 402,Rachelborough,OH,97070,2395.15
1629,317,2025-06-06,cancelled,9769 Blanchard Freeway,Hughesview,WI,72053,1644.54
1630,318,2025-06-03,delivered,996 April Neck Suite 391,Davidbury,MD,77058,1979.52
1631,318,2024-11-27,shipped,044 Owens Ferry Suite 072,Kevinmouth,VA,20235,240.32
1632,318,2025-05-18,delivered,09547 Andrea Harbor Apt. 751,New David,KS,50548,439.42
1633,318,2025-09-18,pending,78280 Lee Pike,Lake Rebeccaside,SD,85269,2980.58
1634,318,2025-04-06,pending,7075 Daniel Ports Apt. 925,Schmittmouth,MP,80711,3765.86
1635,318,2025-11-09,delivered,463 Kathryn Neck Suite 186,South Richard,NV,96815,1377.2
1636,318,2025-09-06,cancelled,63386 Kylie Crest Apt. 032,Andersonhaven,MT,40236,3962.85
1637,319,2024-11-23,processing,6549 Chavez Tunnel Suite 364,Tamarabury,GU,34148,658.03
1638,319,2025-06-19,processing,1217 Jackson Plains Apt. 128,West Samantha,GA,70314,1757.68
1639,319,2024-11-16,cancelled,920 Sanchez Lights,Anthonystad,MO,69266,2469.97
1640,319,2025-04-27,shipped,001 Nancy Field Apt. 524,West Patriciaville,MD,84028,456.76
1641,319,2025-05-09,pending,427 Holmes Vista Apt. 277,Port John,IA,43587,1061.67
1642,319,2025-05-01,pending,01844 West Lane Apt. 629,Brianchester,LA,09063,114.78
1643,319,2024-11-18,shipped,84173 Danielle Land,East Jonathan,NE,48926,2627.47
1644,320,2025-08-12,cancelled,6120 Kathleen Plains Suite 672,Greenton,CA,79405,687.49
1645,320,2025-09-28,delivered,891 Frazier Views,Tinamouth,FM,84468,7100.21
1646,320,2025-02-22,shipped,6286 Tyler Pass,Port Katherinehaven,LA,93772,850.01
1647,320,2025-05-08,cancelled,34074 Wesley Street Suite 058,Lake Jorge,WV,45821,397.08
1648,320,2025-07-31,pending,6512 Richard Brooks Suite 119,Kelseymouth,IL,84279,1770.7
1649,320,2025-05-02,pending,3031 Nichols Lane,Jeremyview,KY,99912,345.46
1650,320,2025-01-01,delivered,540 Breanna Expressway,North Bailey,AR,62389,4831.8
1651,321,2025-06-18,shipped,05390 John Groves Apt. 292,Thomasmouth,TX,48251,1525.57
1652,321,2025-09-07,shipped,562 Lawson Landing Suite 578,Port Tracey,IN,78396,943.44
1653,322,2025-02-15,shipped,10951 Gill Plaza Suite 828,Lake Meghanmouth,NJ,24108,4167.84
